source,last_updated,period,value_in_ghana_cedis_total_revenue_and_grants,value_in_ghana_cedis_domestic_revenue,value_in_ghana_cedis_tax_revenue,value_in_ghana_cedis_taxes_on_income_and_property_direct,value_in_ghana_cedis_company_taxes,value_in_ghana_cedis_company_taxes_on_oil,value_in_ghana_cedis_other_direct_taxes,value_in_ghana_cedis_taxes_on_domestic_goods_and_services_indirect,value_in_ghana_cedis_vat,value_in_ghana_cedis_international_trade_taxes,value_in_ghana_cedis_import_duties,value_in_ghana_cedis_grants,value_in_ghana_cedis_total_expenditure,value_in_ghana_cedis_compensation_of_employees,value_in_ghana_cedis_interest_payments,value_in_ghana_cedis_grants_to_other_government_units,value_in_ghana_cedis_capital_expenditure,value_in_ghana_cedis_overall_balance_incl_divestiture_and_discrepancy,value_in_ghana_cedis_financing,value_in_ghana_cedis_foreign_financing_net,value_in_ghana_cedis_domestic_financing_net,percentage_of_annual_gdp_total_revenue_and_grants,percentage_of_annual_gdp_domestic_revenue,percentage_of_annual_gdp_tax_revenue,percentage_of_annual_gdp_taxes_on_income_and_property_direct,percentage_of_annual_gdp_company_taxes,percentage_of_annual_gdp_company_taxes_on_oil,percentage_of_annual_gdp_other_direct_taxes,percentage_of_annual_gdp_taxes_on_domestic_goods_and_services_indirect,percentage_of_annual_gdp_vat,percentage_of_annual_gdp_international_trade_taxes,percentage_of_annual_gdp_import_duties,percentage_of_annual_gdp_grants,percentage_of_annual_gdp_total_expenditure,percentage_of_annual_gdp_compensation_of_employees,percentage_of_annual_gdp_interest_payments,percentage_of_annual_gdp_grants_to_other_government_units,percentage_of_annual_gdp_capital_expenditure,percentage_of_annual_gdp_overall_balance_incl_divestiture_and_discrepancy,percentage_of_annual_gdp_financing,percentage_of_annual_gdp_foreign_financing_net,percentage_of_annual_gdp_domestic_financing_net
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-04,2427696447.6,2373628338.6,1970642720.1,803753272.2,267588487.6,0.0,536164784.5,753776370.6,451985196.5,413113077.4,246924981.1,54068109.0,3553278334.7,1123031109.7,783276400.0,887641998.8,524830193.0,-1607090906.1,1607090906.1,231375436.0,1191362800.0,1.3,1.3,1.1,0.4,0.1,0.0,0.3,0.4,0.2,0.2,0.1,0.0,1.9,0.6,0.4,0.5,0.3,-0.9,0.9,0.1,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-Q1,7455251079.9,14302019231.9,5580898468.5,1943540471.6,830746817.9,0.0,1112793653.7,2207558623.1,1329714210.6,1429799373.7,758178885.2,304241464.0,8501075717.1,2653467055.7,2008426000.7,999398084.2,2002654762.9,-1589734944.5,1589734944.5,1216070444.5,425968000.0,4.1,7.8,3.0,1.1,0.5,0.0,0.6,1.2,0.7,0.8,0.4,0.2,4.6,1.4,1.1,0.5,1.1,-0.9,0.9,0.7,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-03,3218224169.9,3031482779.9,2020844654.0,731841339.3,378112321.7,0.0,353729017.6,808512523.2,486343616.3,480490791.5,270010302.9,186741390.0,2702985082.8,945525067.8,610738544.7,411503882.9,466167923.9,615741753.0,-615741753.0,335547.0,-590535800.0,1.8,1.7,1.1,0.4,0.2,0.0,0.2,0.4,0.3,0.3,0.1,0.1,1.5,0.5,0.3,0.2,0.3,0.3,-0.3,0.0,-0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-02,2255604990.0,2168893852.0,1798230266.1,625600332.3,250256387.2,0.0,375343945.2,655191294.9,406357717.6,517438638.9,254938638.9,86711138.0,2876932547.2,892516361.3,748055311.3,355309023.5,469564852.0,-795090214.0,795090214.0,336721314.0,468443300.0,1.2,1.2,1.0,0.3,0.1,0.0,0.2,0.4,0.2,0.3,0.1,0.0,1.6,0.5,0.4,0.2,0.3,-0.4,0.4,0.2,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-01,1981421920.1,1950632984.1,1761823548.4,586098800.0,202378109.1,0.0,383720690.9,743854805.0,437012876.8,431869943.4,233229943.4,30788936.0,2921158087.1,815425626.6,649632144.7,232585177.8,1066921987.0,-1410386483.5,1410386483.5,879013583.5,548060500.0,1.1,1.1,1.0,0.3,0.1,0.0,0.2,0.4,0.2,0.2,0.1,0.0,1.6,0.4,0.4,0.1,0.6,-0.8,0.8,0.5,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014,24745460166.2,47862647116.3,19229761308.7,8486571523.1,3033646441.0,796643465.3,4656281616.9,6434283960.4,4671649583.8,4308905825.2,2772673539.2,814136608.0,31962206270.5,10466820494.0,7080869100.0,4850786076.8,6095690484.5,-11550615201.1,11550615201.1,5874148818.0,6142654665.3,15.6,30.2,12.1,5.3,1.9,0.5,2.9,4.1,2.9,2.7,1.7,0.5,20.1,6.6,4.5,3.1,3.8,-7.3,7.3,3.7,3.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-Q4,7023764168.0,13904524746.0,5841004794.3,2392505717.4,1000630792.4,59871033.9,1332003891.1,1882018646.9,1373705428.6,1566480430.0,813161274.7,71501795.0,10023646485.1,2875607382.8,2215431500.0,1748307590.9,1715761183.5,-4321184054.1,4321184054.1,626873332.0,3576919465.3,4.4,8.8,3.7,1.5,0.6,0.0,0.8,1.2,0.9,1.0,0.5,0.0,6.3,1.8,1.4,1.1,1.1,-2.7,2.7,0.4,2.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-12,2794446710.3,2766472325.3,2378056099.7,1162099834.7,637490047.0,59871033.9,464738753.9,741229717.2,527891535.4,474726547.8,332618297.3,27974385.0,4341806944.8,971521682.9,1210504200.0,764441132.5,732270026.5,-2397720500.6,2397720500.6,159979380.0,2399049965.3,1.8,1.7,1.5,0.7,0.4,0.0,0.3,0.5,0.3,0.3,0.2,0.0,2.7,0.6,0.8,0.5,0.5,-1.5,1.5,0.1,1.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-11,2117889641.6,2100111939.6,1648498657.2,594340182.7,174774848.0,0.0,419565334.6,641247064.7,485780880.7,412911409.9,226430505.1,17777702.0,2625776736.9,889462496.6,364508100.0,498166243.6,475481049.0,-1147958820.0,1147958820.0,227119520.0,981558100.0,1.3,1.3,1.0,0.4,0.1,0.0,0.3,0.4,0.3,0.3,0.1,0.0,1.7,0.6,0.2,0.3,0.3,-0.7,0.7,0.1,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-10,2111427816.0,2085678108.0,1814450037.3,636065700.0,188365897.4,0.0,447699802.6,499541865.0,360033012.5,678842472.4,254112472.4,25749708.0,3056062803.3,1014623203.3,640419200.0,485700214.8,508010108.0,-775504733.5,775504733.5,239774432.0,196311400.0,1.3,1.3,1.1,0.4,0.1,0.0,0.3,0.3,0.2,0.4,0.2,0.0,1.9,0.6,0.4,0.3,0.3,-0.5,0.5,0.2,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-Q3,6452762009.2,12170739496.5,4756330236.4,2146059998.1,667890638.8,346759184.8,1131410174.6,1597055077.8,1173277998.6,1013215160.5,690142631.8,367392261.0,8228572651.1,2543811830.2,1625451200.0,1107920165.9,1778104504.0,-2356358882.2,2356358882.2,4021860311.0,-1172535900.0,4.1,7.7,3.0,1.4,0.4,0.2,0.7,1.0,0.7,0.6,0.4,0.2,5.2,1.6,1.0,0.7,1.1,-1.5,1.5,2.5,-0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-09,1952237644.2,1766352936.2,1508613623.7,616858400.0,354295913.9,0.0,262562486.1,551013687.4,402707119.8,340741536.3,235977570.6,185884708.0,2538059051.5,852014927.7,496559000.0,305033674.5,705404594.0,-146829725.0,146829725.0,3468129925.0,-3304757100.0,1.2,1.1,1.0,0.4,0.2,0.0,0.2,0.3,0.3,0.2,0.1,0.1,1.6,0.5,0.3,0.2,0.4,-0.1,0.1,2.2,-2.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-08,2351806126.8,2243607433.8,1711139046.9,875774919.9,157757524.8,346759184.8,371258210.3,516078474.8,381632317.7,319285652.2,221765775.8,108198693.0,2684427651.6,840899302.9,702504000.0,409382461.5,515254028.0,-853442354.1,853442354.1,249780126.0,843828400.0,1.5,1.4,1.1,0.6,0.1,0.2,0.2,0.3,0.2,0.2,0.1,0.1,1.7,0.5,0.4,0.3,0.3,-0.5,0.5,0.2,0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-07,2148718238.2,2075409378.2,1536577565.8,653426678.2,155837200.1,0.0,497589478.1,529962915.6,388938561.1,353187972.0,232399285.4,73308860.0,3006085948.0,850897599.6,426388200.0,393504029.8,557445882.0,-1356086803.1,1356086803.1,303950260.0,1288392800.0,1.4,1.3,1.0,0.4,0.1,0.0,0.3,0.3,0.2,0.2,0.1,0.0,1.9,0.5,0.3,0.2,0.4,-0.9,0.9,0.2,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-Q2,5573418557.4,10684266898.8,4394067273.5,1930884935.4,706809105.9,132260383.4,1091815446.1,1558965737.0,1130031697.2,904216601.0,644752613.7,231285108.0,7678094618.8,2674834577.6,1840522100.0,945518422.6,1626501435.0,-2514605702.7,2514605702.7,613990546.0,1569938100.0,3.5,6.7,2.8,1.2,0.4,0.1,0.7,1.0,0.7,0.6,0.4,0.1,4.8,1.7,1.2,0.6,1.0,-1.6,1.6,0.4,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-06,1848847343.6,1789352923.6,1523806424.1,630252400.0,360700607.1,0.0,269551792.9,540113933.5,387596525.8,353440090.5,242858509.5,59494420.0,2393484414.8,916235593.9,410038000.0,285897792.8,583874234.0,-713318648.0,713318648.0,274431848.0,460102000.0,1.2,1.1,1.0,0.4,0.2,0.0,0.2,0.3,0.2,0.2,0.2,0.0,1.5,0.6,0.3,0.2,0.4,-0.4,0.4,0.2,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-05,2024965989.4,1943528571.4,1496117277.3,658000435.4,145583258.8,132260383.4,380156793.3,559100881.3,411811803.1,279015960.5,210838612.7,81437418.0,2911150703.2,828498420.3,878578200.0,378097362.1,648692860.0,-1346028584.7,1346028584.7,320496728.0,645043200.0,1.3,1.2,0.9,0.4,0.1,0.1,0.2,0.4,0.3,0.2,0.1,0.1,1.8,0.5,0.6,0.2,0.4,-0.8,0.8,0.2,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-04,1699605224.5,1609251954.5,1374143572.1,642632100.0,200525240.0,0.0,442106860.0,459750922.1,330623368.3,271760550.0,191055491.5,90353270.0,2373459500.8,930100563.5,551905900.0,281523267.6,393934341.0,-455258470.0,455258470.0,19061970.0,464792900.0,1.1,1.0,0.9,0.4,0.1,0.0,0.3,0.3,0.2,0.2,0.1,0.1,1.5,0.6,0.3,0.2,0.2,-0.3,0.3,0.0,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-Q1,5695515431.6,11103115975.1,4238359004.6,2017120872.2,658315903.9,257752863.3,1101052105.0,1396244498.7,994634459.4,824993633.7,624617019.0,143957444.0,6031892515.6,2372566703.4,1399464300.0,1049039897.5,975323362.0,-2358466562.2,2358466562.2,611424629.0,2168333000.0,3.6,7.0,2.7,1.3,0.4,0.2,0.7,0.9,0.6,0.5,0.4,0.1,3.8,1.5,0.9,0.7,0.6,-1.5,1.5,0.4,1.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-03,2059600493.8,1973664390.8,1525719616.9,751951845.3,354628431.8,0.0,397323413.5,491347307.0,345063200.9,282420464.6,216677089.0,85936103.0,2166983194.3,728265238.2,475954000.0,308922329.7,556697373.0,-269423651.7,269423651.7,360881580.0,122065900.0,1.3,1.2,1.0,0.5,0.2,0.0,0.2,0.3,0.2,0.2,0.1,0.1,1.4,0.5,0.3,0.2,0.4,-0.2,0.2,0.2,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-02,1883197124.6,1850684297.6,1454822279.7,737853064.3,122208129.4,257752863.3,357892071.7,454918787.9,336069293.1,262050427.4,214907188.2,32512827.0,1861697687.2,834889733.3,510253600.0,300039931.9,167844097.0,-472020832.5,472020832.5,76803971.0,585541000.0,1.2,1.2,0.9,0.5,0.1,0.2,0.2,0.3,0.2,0.2,0.1,0.0,1.2,0.5,0.3,0.2,0.1,-0.3,0.3,0.0,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,2014-01,1752717813.1,1727209299.1,1257817108.0,527315962.5,181479342.6,0.0,345836619.9,449978403.7,313501965.3,280522741.8,193032741.8,25508514.0,2003211634.2,809411731.9,413256700.0,440077635.9,250781892.0,-1617022078.0,1617022078.0,173739078.0,1460726100.0,1.1,1.1,0.8,0.3,0.1,0.0,0.2,0.3,0.2,0.2,0.1,0.0,1.3,0.5,0.3,0.3,0.2,-1.0,1.0,0.1,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012,19471552145.6,37464220551.2,14307651165.6,6301734257.2,2315639180.9,418782010.3,3567313066.0,4832951822.7,3317062996.1,3172965085.7,2230964340.9,739441870.0,27463039402.9,9479059242.5,4396972800.0,4547907520.0,4791207691.5,-9454648302.2,9454648302.2,3211972144.5,7057922400.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-Q4,5493926320.8,10553408841.7,4181137567.9,1828477474.0,734625683.2,86403332.4,1007448458.4,1308010832.3,899257935.4,1044649261.6,669524788.9,217221900.0,8896742978.5,3165489145.3,1111876400.0,1367052137.4,1165213749.0,-1927652731.5,1927652731.5,104517400.0,1951936700.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-12,2068309614.1,2068309614.1,1623087338.7,811410101.8,417662709.0,86403332.4,307344060.4,488750812.4,345967778.9,322926424.5,246158810.9,0.0,3172670751.5,1248113007.7,364754200.0,461381868.1,310700857.0,-133844111.5,133844111.5,29435300.0,192336100.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-11,1454988499.3,1391439399.3,1162560099.3,445620757.1,124692280.1,0.0,320928477.0,415212178.9,279557217.4,301727163.3,205512046.0,63549100.0,2468206123.1,951959372.8,304143700.0,269999837.0,326778498.0,-593616600.0,593616600.0,-10619700.0,605036100.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-10,1970628207.4,1816955407.4,1395490129.9,571446615.0,192270694.1,0.0,379175920.9,404047841.0,273732939.2,419995673.8,217853932.1,153672800.0,3255866104.0,965416764.8,442978500.0,635670432.3,527734394.0,-1200192020.0,1200192020.0,85701800.0,1154564500.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-Q3,4217987698.7,8402045997.5,3351727515.3,1378310991.7,472244502.2,102583408.2,803483081.3,1172494707.2,808271414.8,800921816.5,549174245.7,16964700.0,7688098632.2,2296182008.9,1178338800.0,1213315083.4,1889052073.5,-3856437491.6,3856437491.6,2357295809.5,1764728700.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-09,1378195531.7,1378195531.7,1131444048.7,417861700.0,240341707.0,0.0,177519993.0,380720079.9,265118540.1,332862268.8,199622076.6,0.0,2186993958.9,715824802.0,370012600.0,370092103.0,242662575.0,-1333840300.0,1333840300.0,22704800.0,1314105100.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-08,1594498070.9,1590618770.9,1196023290.5,551878691.7,125789279.8,102583408.2,323506003.7,392220874.3,270176788.6,251923724.5,188738763.2,3879300.0,2754232643.6,771193540.0,399571500.0,389564430.4,781380932.0,-919794082.1,919794082.1,1679352400.0,-513584200.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-07,1245294096.2,1232208696.2,1024260176.2,408570600.0,106113515.4,0.0,302457084.6,399553753.0,272976086.2,216135823.2,160813405.9,13085400.0,2746872029.6,809163666.9,408754700.0,453658550.0,865008566.5,-1602803109.5,1602803109.5,655238609.5,964207800.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-Q2,4929064575.0,9510639749.9,3851443062.1,1904396045.6,694847429.1,152189777.5,1057358839.1,1266080934.8,848303017.1,680966081.7,518109899.2,173744700.0,5661210006.7,2120644576.7,1145181700.0,851583197.1,737120778.0,-1196575153.2,1196575153.2,157160700.0,1357929000.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-06,1847054412.3,1777709512.3,1476030862.6,788781793.0,377090415.5,152189777.5,259501599.9,447647736.6,299219834.9,239601333.1,186722771.7,69344900.0,1835493586.8,718849185.9,215604800.0,239130904.5,344841501.0,109291814.6,-109291814.6,166447000.0,-134784400.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-05,1277634555.4,1271304155.4,1077376355.4,461759800.0,111820746.5,0.0,349939053.5,399607373.5,260696550.3,216009181.9,159871034.6,6330400.0,1762497605.2,690204820.2,314080900.0,247239151.2,186475100.0,-542472400.0,542472400.0,-9262600.0,560727500.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-04,1804375607.3,1706306207.3,1298035844.1,653854452.7,205936267.0,0.0,447918185.7,418825824.7,288386631.8,225355566.7,171516092.9,98069400.0,2063218814.8,711590570.5,615496000.0,365213141.4,205804177.0,-763394567.8,763394567.8,-23700.0,931985900.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-Q1,4830573551.1,8998125962.2,2923343020.2,1190549745.9,413921566.4,77605492.2,699022687.4,1086365348.4,761230628.8,646427925.9,494155407.0,331510570.0,5216987785.5,1896743511.6,961575900.0,1115957102.1,999821091.0,-2473982925.9,2473982925.9,592998235.0,1983328000.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-03,1720545360.6,1644616290.6,907132080.6,294878604.8,220787874.6,0.0,74090730.2,382218220.8,253112576.2,230035255.0,171938148.6,75929070.0,1555582874.0,640952142.1,212739700.0,371517032.5,230621103.0,307915700.0,-307915700.0,100773400.0,-407143300.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-02,1655334327.7,1419077527.7,1038704976.8,494084541.1,95439536.6,77605492.2,321039512.4,348555041.6,237458839.5,196065394.1,155029635.3,236256800.0,1616717616.8,684119130.8,336242800.0,301258467.2,205099588.0,-818586525.9,818586525.9,-55570765.0,956480000.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2012-01,1454693862.8,1435369162.8,977505962.8,401586600.0,97694155.2,0.0,303892444.8,355592086.0,270659213.1,220327276.8,167187623.2,19324700.0,2044687294.7,571672238.7,412593400.0,443181602.4,564100400.0,-1963312100.0,1963312100.0,547795600.0,1433991300.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009,6775165325.3,5673980934.4,4657527464.4,1716906199.3,661894087.2,,1055012112.1,1598607352.4,1268427892.4,762667687.6,745908687.6,1101184390.9,8248244976.3,2478694658.0,1032323883.5,,2328453574.1,-2056215685.9,2056215685.9,955456770.9,1042058900.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-Q4,2050419494.4,1860517710.6,1399610390.6,577351800.0,214531941.7,,362819858.3,460218532.1,384009422.1,219597367.9,209597367.9,189901783.8,2351745016.1,770411105.0,343160797.9,,562052699.7,-547364389.1,547364389.1,322765047.4,215705400.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-12,825773103.0,733491018.7,545285728.7,216657800.0,114130901.9,,102526898.1,195734571.2,166125761.2,80434848.8,80434848.8,92282084.4,823729487.1,234082455.0,136781843.5,,182405364.3,-235390989.0,235390989.0,138269335.7,90006500.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-11,536213672.3,477411672.8,415735562.8,154964300.0,50858942.6,,104105357.4,136367432.0,114857922.0,77445958.0,67445958.0,58801999.5,782791577.8,276041800.0,93482416.8,,245204603.1,-260305637.8,260305637.8,163683837.8,96621800.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-10,688432719.0,649615019.0,438589099.0,205729700.0,49542097.2,,156187602.8,128116528.9,103025738.9,61716561.1,61716561.1,38817700.0,745223951.2,260286850.0,112896537.6,,134442732.3,-51667762.2,51667762.2,20811873.9,29077100.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-Q3,1544949785.2,1329428132.4,1124630012.4,428857799.3,158349263.4,,270508535.9,387657708.8,318098218.8,174527051.2,174527051.2,215521652.8,2150955485.1,624061640.0,216353572.0,,566318071.1,-507959349.5,507959349.5,268770942.9,224958100.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-09,483064577.9,444241890.1,353563210.1,126142300.0,65840292.8,,60302007.2,127684296.6,106724396.6,59048773.4,59048773.4,38822687.9,633414150.0,229058089.0,76847469.4,,106180126.1,-72267968.7,72267968.7,-665231.3,72933200.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-08,487363596.4,424238758.5,364073408.5,118956900.0,42292403.9,,76664496.1,140710095.4,114700645.4,59725824.6,59725824.6,63124837.9,722477901.0,199006169.0,63783118.1,,191578792.0,-235863914.6,235863914.6,-4394485.4,240258400.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-07,574521610.8,460947483.9,406993393.9,183758599.3,50216566.7,,133542032.6,119263316.8,96673176.8,55752453.2,55752453.2,113574127.0,795063434.1,195997382.0,75722984.5,,268559153.0,-199827466.2,199827466.2,273830659.6,-88233500.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-Q2,1604668072.2,1295343932.1,1083523582.1,396870600.0,167059812.2,,229810787.8,378376867.2,300475187.2,177348402.8,177348402.8,309324140.2,2113212145.1,583849681.0,281548740.4,,728146796.3,-658677728.9,658677728.9,214198522.2,430248900.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-06,581429584.8,458574007.1,367494547.1,119130100.0,71043702.5,,48086397.5,133301313.1,108684733.1,63460796.9,63460796.9,122855577.6,723614596.2,193651323.0,112917753.1,,240254178.0,-226664756.9,226664756.9,27239356.9,199425400.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-05,485122757.3,401093852.5,362149152.5,135994200.0,43614593.8,,92379606.2,126446312.7,98984072.7,59172307.3,59172307.3,84028904.9,723657641.2,164724431.0,71611134.4,,320870089.3,-323078819.3,323078819.3,119290112.6,189558400.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-04,538115730.1,435676072.5,353879882.5,141746300.0,52401515.9,,89344784.1,118629241.4,92806381.4,54715298.6,54715298.6,102439657.7,665939907.7,225473927.0,97019853.0,,167022529.0,-108934152.7,108934152.7,67669052.7,41265100.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-Q1,1575127973.5,1188691159.4,1049763479.4,313826000.0,121953069.9,,191872930.1,372354244.3,265845064.3,191194865.7,184435865.7,386436814.1,1632332330.0,500372232.0,191260773.2,,471936007.0,-342214218.4,342214218.4,149722258.5,171146500.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-03,603490808.0,384572881.7,338575131.7,101872900.0,57140961.3,,44731938.7,124935787.4,90695687.4,68151242.6,61392242.6,218917926.3,692515267.1,203321405.0,90798782.8,,251727924.0,-122375590.8,122375590.8,78845384.1,29299900.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-02,530394576.7,394221133.9,346643493.9,99563000.0,30428695.0,,69134305.0,124833383.7,89774543.7,55849416.3,55849416.3,136173442.9,448757121.9,144555508.0,52370519.3,,101350495.0,-52527349.9,52527349.9,-20440050.1,72967400.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2009-01,441242588.8,409897143.9,364544853.9,112390100.0,34383413.6,,78006686.4,122585073.2,85374833.2,67194206.8,67194206.8,31345444.9,491059941.0,152495319.0,48091471.0,,118857588.0,-167311277.8,167311277.8,91316924.4,68879200.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2008,5623176944.6,9604812638.8,4299451807.0,1253208500.1,539079146.9,,714129353.3,1532875686.8,1087962167.6,719370244.8,679370244.8,820770625.2,8012345793.2,1987644882.0,679176600.0,,2481158050.3,-1982855564.0,1982855564.0,170772124.0,1152678600.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2008-Q4,1637958584.0,2983983279.3,1336404633.3,354472999.9,138947688.5,,215525311.4,465877766.9,355920870.1,249183373.4,209183373.4,145966944.3,2142361500.9,504314208.0,247381400.0,,537098969.9,-815690499.0,815690499.0,54227064.0,619795100.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2008-12,632735070.1,557639827.6,490663050.5,144452800.0,82576362.7,,61876437.3,186748060.8,147457692.8,83625036.4,73625036.4,75095242.5,736292800.1,171909918.0,101473600.0,,263167774.8,-361695150.3,361695150.3,105537672.0,230226000.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2008-11,431725183.8,401869995.3,360692020.9,88333700.0,26052424.6,,62281275.4,103265510.2,77811706.1,78631201.7,58631201.7,29855188.5,609155581.9,171909918.0,51293000.0,,106583493.5,-213632078.3,213632078.3,-20646900.0,192031400.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2008-10,573498330.0,532481816.8,485049561.9,121686499.9,30318901.2,,91367598.7,175864195.9,130651471.2,86927135.3,76927135.3,41016513.3,796913118.9,160494372.0,94614800.0,,167347701.6,-240363270.3,240363270.3,-30663708.0,197537700.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2008-Q3,1424703612.6,2572560348.3,1135821468.1,351864900.2,172494120.2,,179370780.1,377425761.3,277209024.4,184637113.0,184637113.0,138423438.4,2475623259.9,697004660.0,151485900.0,,829994631.5,-151727363.0,151727363.0,12962828.0,-133361300.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2008-09,431583121.5,391717248.2,355777750.2,126698100.2,69584902.8,,57113197.5,115879031.5,82878689.7,53353630.1,53353630.1,39865873.2,706107536.9,197444860.0,55461900.0,,219562619.9,-303313498.3,303313498.3,-17262280.0,245595000.0,,,,,,,,,,,,,,,,,,,,,
Ghana Statistical Service (GSS StatsBank),2026-04-20,2008-08,405325461.4,372214746.1,333775838.1,76546900.0,22732205.0,,53814695.0,112190825.2,83301708.9,64918939.7,64918939.7,33110715.3,622969785.5,220279851.0,32532700.0,,166368145.9,511755925.7,-511755925.7,39709096.0,-561024200.0,,,,,,,,,,,,,,,,,,,,,
