Dataset,Source,Scraped Date,Indicator,Month,Consumer Price Index and Inflation
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M12,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M11,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M10,1.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M09,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M08,4.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M07,-2.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M06,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M05,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M04,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M03,-0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M02,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2004M01,5.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M12,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M11,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M10,4.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M09,-1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M08,2.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M07,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M06,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M05,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M04,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M03,2.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M02,9.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2003M01,7.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M12,2.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M11,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M10,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M09,1.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M08,1.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M07,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M06,-0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M05,-0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M04,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M03,-0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M02,-1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2002M01,6.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M12,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M11,-0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M10,3.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M09,-1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M08,-1.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M07,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M06,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M05,1.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M04,2.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M03,4.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M02,2.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2001M01,7.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M12,3.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M11,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M10,4.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M09,3.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M08,4.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M07,3.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M06,4.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M05,5.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M04,4.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M03,2.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M02,2.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2000M01,9.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M12,1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M11,2.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M10,2.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M09,-0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M08,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M07,-1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M06,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M05,-2.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M04,1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M03,-0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M02,-1.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1999M01,6.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M12,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M11,-0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M10,1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M09,-2.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M08,-0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M07,-1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M06,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M05,-0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M04,6.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M03,0.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M02,1.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),1998M01,..
