Dataset,Source,Scraped Date,Month,Narrow money (M1),Broad money (M2),Currency outside banks,Total credit,"Credit for agriculture, forestry and fishing",Credit for cocoa marketing,Credit for commerce and finance,Credit for construction,"Credit for electricity, gas and water",Credit for export trade,Credit for import trade,Credit for manufacturing,Credit for mining and quarrying,Credit for miscellaneous,Credit for services,"Credit for transport, storage and communication"
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M01,26898600000.0,44588590000.0,9416560000.0,35264512220.0,1133515760.0,141499290.0,6254597640.0,3585666420.0,4998968920.0,234245270.0,2559417180.0,2829224100.0,773894280.0,3159764230.0,6436831710.0,3156887430.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M12,26076380000.0,43452470000.0,10139810000.0,35409008170.0,1290733820.0,139150410.0,7243304010.0,3515733280.0,5407926580.0,169184930.0,2264782160.0,2711737160.0,711236030.0,2936272680.0,6091363430.0,2927583690.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M11,25460620000.0,40522170000.0,9040450000.0,34545393570.0,1297140360.0,115646560.0,5767973790.0,3545199890.0,5295918460.0,340444420.0,2137445330.0,2520755150.0,703012880.0,2897413990.0,6799331420.0,3125111340.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M10,23685910000.0,38256740000.0,8386970000.0,34270048850.0,1344438320.0,91687540.0,5704754690.0,3527451640.0,5194327140.0,299455720.0,2213617230.0,2820152710.0,698628660.0,2608593120.0,6513624610.0,3253317490.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M09,21833320000.0,36108390000.0,7705640000.0,33740604020.0,1314024530.0,52143700.0,5769145610.0,3502853040.0,5360789580.0,328995710.0,2019192500.0,2746092770.0,636184480.0,2738121380.0,6111503320.0,3161557420.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M08,21642680000.0,35623360000.0,7584270000.0,33964510840.0,1119270270.0,86499790.0,5252934130.0,3288859610.0,6289729300.0,182325250.0,2614678110.0,2606034710.0,657436220.0,2641170820.0,6262379790.0,2963192870.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M07,20450560000.0,34733580000.0,7542570000.0,32085885040.0,1254202430.0,96946380.0,4949941790.0,3138418860.0,6008524780.0,260010980.0,2216265600.0,2696355840.0,658819290.0,2681147930.0,6316544510.0,1808706660.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M06,20504990000.0,34440120000.0,7625110000.0,32364099410.0,1281413300.0,33600230.0,5598161420.0,3374865650.0,5076017570.0,228167640.0,2593985110.0,2593172030.0,832960740.0,2690832910.0,6175021920.0,1885900870.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M05,21697440000.0,35286470000.0,7458220000.0,31367481080.0,1313680930.0,107916410.0,5104083160.0,3262877530.0,4859461180.0,215323650.0,2430126770.0,2661204630.0,891698200.0,2575089330.0,6211551020.0,1734468260.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M04,20733610000.0,34209950000.0,7579470000.0,30886030810.0,1049962520.0,108367520.0,4707365810.0,3210147320.0,4743644670.0,235183520.0,2541848440.0,2636030250.0,852927980.0,2609178910.0,6482915790.0,1708458060.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M03,20104440000.0,33249680000.0,7572570000.0,30186550500.0,1063679050.0,122027600.0,4595361660.0,3128264520.0,4339610390.0,217048360.0,2457664580.0,2916599600.0,866733250.0,2413217140.0,6372894570.0,1693449780.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M02,20054040000.0,33158310000.0,7601390000.0,30119753420.0,1239855000.0,128890920.0,4418649440.0,3254087190.0,3984281640.0,205223220.0,2739477430.0,2432539890.0,804019580.0,2857275420.0,6205255990.0,1850197710.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2016M01,21380830000.0,34832480000.0,8088040000.0,30102485150.0,1125435560.0,127438520.0,4529584470.0,2967002840.0,4388167990.0,165434890.0,2824171790.0,2388822580.0,783486740.0,2649663330.0,6535546890.0,1617729540.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M12,21018260000.0,34860890000.0,8503720000.0,30133453010.0,1156204370.0,52261730.0,4893787130.0,2951199790.0,4437934410.0,145026800.0,2752490680.0,2532185440.0,585500290.0,2561974150.0,6587838320.0,1477049900.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M11,19609480000.0,32652230000.0,7517270000.0,29465629610.0,1108470550.0,90111360.0,4670301750.0,2868636250.0,4438224180.0,158827890.0,2515358230.0,2511466190.0,718465880.0,2479790410.0,6518466780.0,1387510150.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M10,18976980000.0,31180620000.0,7583970000.0,29326595370.0,1125936530.0,69104290.0,4656188320.0,2826341330.0,4393831410.0,161940260.0,2411871310.0,2860801110.0,674579480.0,2252671860.0,6476867970.0,1416461510.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M09,17524130000.0,28547880000.0,6610640000.0,28730739020.0,971894380.0,31033040.0,4286749640.0,2789831420.0,4215445760.0,175255060.0,2273843390.0,2911345000.0,715743400.0,2307840730.0,6649190180.0,1402567000.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M08,17232780000.0,28048470000.0,6605890000.0,29155842580.0,996559820.0,52296290.0,4136250820.0,2882941920.0,4504040590.0,180608950.0,2349789800.0,2706621950.0,728342190.0,2529483490.0,6612126110.0,1476780660.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M07,16853790000.0,27138770000.0,6510700000.0,27391456180.0,948962640.0,51516750.0,4157753410.0,2682425880.0,4070542010.0,173819300.0,1794687620.0,3121066650.0,633483370.0,2376809120.0,6120416730.0,1259972690.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M06,17255580000.0,27832100000.0,6537180000.0,29793217590.0,974398950.0,71174560.0,4277111500.0,2999744160.0,4997371630.0,253791940.0,2743367820.0,2608014050.0,691311020.0,2336567230.0,6493222650.0,1347142090.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M05,17321200000.0,28275540000.0,6510560000.0,28173536550.0,909869130.0,71596930.0,3833234040.0,2735919550.0,4642486350.0,232366060.0,2651501210.0,2599537610.0,645108940.0,2210446370.0,6380899370.0,1260571000.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M04,17222580000.0,28076970000.0,6600220000.0,27546975710.0,879603760.0,76948800.0,3689173970.0,2616291690.0,4566949710.0,204501220.0,2673922450.0,2564110980.0,708996410.0,2260838340.0,6073709840.0,1231928560.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M03,16916800000.0,27519420000.0,6575800000.0,26886019690.0,897538380.0,80622000.0,3777026960.0,2573089240.0,4335778650.0,136509830.0,2525494630.0,2674385820.0,702934820.0,2209287320.0,5732253420.0,1241098630.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M02,16990140000.0,27600060000.0,6463780000.0,25210810960.0,869868410.0,83982690.0,3294428200.0,2216361100.0,3965869460.0,212238690.0,2303558250.0,2534815220.0,644702500.0,2113178500.0,5804750290.0,1167057650.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2015M01,17249700000.0,27522260000.0,6896220000.0,24166554100.0,811545310.0,78421880.0,3200527290.0,2221552070.0,3671018030.0,196356140.0,2305794300.0,2266994520.0,665375530.0,2110175040.0,5518335470.0,1120458510.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2014M12,17257510000.0,27530070000.0,6896220000.0,24101851690.0,947141610.0,77370170.0,3449015330.0,2335299270.0,2919251270.0,237019210.0,2280754090.0,2149921540.0,659418800.0,2198016520.0,5363134180.0,1485509710.0
